Date,Imp Vol,1D IV Chg,IV Rank,IV Pctl,P/C Vol,Options Vol,P/C OI,Total OI,Last,Call Volume,Put Volume,Call OI,Put OI,WBD,PSKY,NFLX,VIX,WBD_Log_Ret,Realized_Vol,VRP,Arb_Spread,Implied_Deal_Prob,NFLX_Ret,PSKY_Ret,PSKY_NFLX_Beta,NFLX_Log_Ret,PSKY_Log_Ret,Pair_Spread,Spread_ZScore
2025-09-02,41.96,+1.72%,15.37%,20%,0.26132632961261,34578,0.5681272074691,986087,0.0,27414,7164,628831,357256,11.619999885559082,14.460000038146973,121.41100311279295,17.170000076293945,-0.001719730223224147,,,19.380000114440918,0.0,0.004850040797450106,-0.016326515253891172,1.0,0.004838317240785889,-0.01646126144080795,0.02129957868159384,
2025-09-03,41.65,-0.32%,14.72%,17%,0.17506551853238,15693,0.56163278527179,1002790,0.0,13355,2338,642142,360648,11.920000076293944,15.0600004196167,122.61799621582033,16.350000381469727,0.025489926462553273,,,19.079999923706055,0.7284096845873487,0.009941381522941883,0.0414938022051774,1.0,0.00989229107279547,0.04065603086602002,-0.030763739793224554,
2025-09-04,41.96,+0.31%,15.36%,20%,0.30423158476998,14147,0.55776537419091,1006952,0.0,10847,3300,646408,360544,11.770000457763672,14.739999771118164,125.7480010986328,15.300000190734863,-0.012663707873107227,,,19.229999542236328,0.0,0.02552647229125604,-0.021248382442387692,1.0,0.025206112230526056,-0.021477379001491336,0.04668349123201739,
2025-09-05,40.65,-1.31%,12.70%,11%,0.057432251857395,39567,0.55448572723154,1015502,0.0,37418,2149,653272,362230,12.109999656677246,15.0,124.38200378417967,15.18000030517578,0.028477569050054156,,,18.890000343322754,1.7169610776340998,-0.010862974381451007,0.017639093142408635,1.0,-0.010922407291680833,0.01748532986895962,-0.028407737160640455,
2025-09-08,39.79,-0.86%,10.93%,6%,0.36076081947296,32480,0.54208473151185,1017907,0.0,23869,8611,660085,357822,12.350000381469728,15.1899995803833,124.47599792480467,15.109999656677246,0.01962456474757367,,,18.649999618530273,2.965664102910299,0.0007556892296742834,0.012666638692220067,1.0,0.0007554038403364093,0.012587087880935228,-0.011831684040598818,
2025-09-09,40.59,+0.80%,12.57%,11%,0.30874702407195,29685,0.53969568552682,1033667,0.0,22682,7003,671345,362322,12.260000228881836,15.199999809265137,126.3249969482422,15.039999961853027,-0.007314144785166115,,,18.739999771118164,2.4974010886673472,0.014854261498305155,0.0006583429333830715,1.0,0.014745017453742518,0.0006581263207391588,0.014086891133003359,
2025-09-10,40.2,-0.40%,11.76%,9%,0.24542708508139,14843,0.53418363478352,1052137,0.0,11918,2925,685796,366341,12.539999961853027,15.109999656677246,124.77100372314452,15.350000381469728,0.022581582985694605,,,18.460000038146973,3.9542154959570315,-0.012301549674561874,-0.005921062744555505,1.0,-0.012377840042215165,-0.005938661740795241,-0.006439178301419924,
2025-09-11,52.3,+12.10%,36.49%,69%,0.29022363237254,538400,0.53422549951457,1054039,16.17,417292,121108,687017,367022,16.170000076293945,17.459999084472656,120.3499984741211,14.710000038146973,0.25423414614450446,,,14.829999923706055,22.84079231181716,-0.03543295410873848,0.15552610729259175,1.0,-0.0360759354273662,0.1445557444126644,-0.1806316798400306,
2025-09-12,77.71,+25.40%,88.39%,98%,0.43482161537289,809248,0.50162800713437,1331905,18.87,564006,245242,886974,444931,18.8700008392334,18.790000915527344,118.84400177001952,14.760000228881836,0.15441572554768002,105.92548223185571,-28.215482231855717,12.129999160766602,36.888662891565296,-0.012513475057711831,0.0761742211222376,1.0,-0.012592427928025162,0.07341236417379925,-0.0860047921018244,-1.1581528811215227
2025-09-15,69.86,-7.84%,72.37%,96%,0.43224539737643,251667,0.63370674877928,1460096,19.46,175715,75952,893732,566364,19.459999084472656,18.57999992370605,120.22599792480467,15.6899995803833,0.03078762585629603,105.7440209503986,-35.88402095039861,11.540000915527344,39.95837276171227,0.011628657182543467,-0.011176209770578316,-0.1303207907828481,0.01156156398354513,-0.01123913287010089,0.01009687130020008,0.46143450657530827
2025-09-16,69.71,-0.16%,72.05%,96%,0.63388114902255,293780,0.65094889855983,1508718,18.25,179805,113975,913849,594869,18.25,17.530000686645508,120.0510025024414,16.360000610351562,-0.06419594968273135,110.03630481787997,-40.32630481787997,12.75,33.662852118310596,-0.0014555539183190858,-0.05651233807169498,-0.13468038120987846,-0.0014566142659773473,-0.05817199117657153,-0.009291240213375688,0.16226166471987166
2025-09-17,69.0,-0.71%,70.60%,95%,0.39807738108126,129146,0.6492080558059,1612152,17.99,92374,36772,977531,634621,17.989999771118164,17.920000076293945,122.8499984741211,15.720000267028809,-0.014349044788784552,109.6530721540963,-40.65307215409629,13.010000228881836,32.310093402027654,0.023315057045215193,0.02224753989573669,-0.1218000226302434,0.02304741320657587,0.02200367370137863,0.02572746116135228,0.7066786148655239
2025-09-18,79.55,+10.55%,92.16%,99%,0.79751345151963,147326,0.62395547743677,1683389,18.7,81961,65365,1036598,646791,18.700000762939453,17.8799991607666,120.77799987792967,15.699999809265137,0.03870752941972539,109.42606007169732,-29.876060071697324,12.299999237060547,36.004167189525305,-0.016866085648571616,-0.00223219393733487,-0.12624464272854663,-0.01700993784752099,-0.0022346889958830126,-0.017292055361415655,-0.03219915431127075
2025-09-19,72.49,-7.06%,77.73%,96%,0.31891075186245,264497,0.62783665068274,1746252,19.33,200542,63955,1072744,673508,19.32999992370605,18.920000076293945,122.6969985961914,15.449999809265137,0.03313472461387896,109.21190822509278,-36.72190822509279,11.670000076293949,39.28199836545582,0.01588864462237538,0.05816560203254251,-0.12155731104079802,0.015763741399948957,0.05653684484780576,0.02263620823437902,0.5756358121881407
